pmid,g2p_lgmde,label
26453309,G2P01705 - KDM5B - 605393.0 - HGNC:18039 - CT31; JARID1B; PLU-1; PPP1R98; RBBP2H1A - KDM5B-related neurodevelopmental disorder - nan - nan - biallelic_autosomal - nan - strong - absent gene product; altered gene product structure - nan - loss of function - inferred,0
26348977,G2P03111 - MYSM1 - 612176.0 - HGNC:29401 - KIAA1915 - MYSM1-related congenital bone marrow failure - 618116 - nan - biallelic_autosomal - nan - limited - absent gene product - nan - loss of function - inferred,0
34610961,G2P01872 - SIN3A - 607776.0 - HGNC:19353 - DKFZP434K2235; KIAA0700 - SIN3A-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
35748228,G2P00353 - EHMT1 - 607001.0 - HGNC:24650 - BA188C12.1; EHMT1-IT1; EU-HMTASE1; FLJ12879; FLJ40292; GLP; KIAA1876; KMT1D - EHMT1-related Kleefstra syndrome - nan - MONDO:0012455 - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
25217698,G2P03111 - MYSM1 - 612176.0 - HGNC:29401 - KIAA1915 - MYSM1-related congenital bone marrow failure - 618116 - nan - biallelic_autosomal - nan - limited - absent gene product - nan - loss of function - inferred,0
28060382,G2P01432 - PACS1 - 607492.0 - HGNC:30032 - FLJ10209; KIAA1175 - PACS1-related intellectual disability - 615009 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
24062447,G2P03111 - MYSM1 - 612176.0 - HGNC:29401 - KIAA1915 - MYSM1-related congenital bone marrow failure - 618116 - nan - biallelic_autosomal - nan - limited - absent gene product - nan - loss of function - inferred,0
17405843,G2P01032 - GNAS - 139320.0 - HGNC:4392 - GNAS1; GNASXL; GPSA; NESP; NESP55; SCG6; SGVI - GNAS-related Albright hereditary osteodystrophy - 103580 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
31211412,G2P02928 - TET3 - 613555.0 - HGNC:28313 - HCG_40738; MGC22014 - TET3-related DNA demethylation disorder - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
24186872,G2P00683 - SHANK3 - 606230.0 - HGNC:14294 - KIAA1650; PROSAP2; PSAP2; SPANK-2 - SHANK3-related Phelan-Mcdermid syndrome - 606232 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
26792292,G2P02792 - FAT4 - 612411.0 - HGNC:23109 - CDHF14; CDHR11; FAT-J - FAT4-related Hennekam lymphangiectasia-lymphedema syndrome - 616006 - nan - biallelic_autosomal - nan - definitive - uncertain - nan - undetermined - inferred,0
20018718,G2P01583 - NSD1 - 606681.0 - HGNC:14234 - ARA267; FLJ22263; KMT3B; STO - NSD1-related Sotos syndrome - 117550 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
32014008,G2P02928 - TET3 - 613555.0 - HGNC:28313 - HCG_40738; MGC22014 - TET3-related DNA demethylation disorder - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
24075665,G2P00271 - KAT6B - 605880.0 - HGNC:17582 - MORF; MOZ2; MYST4; QKF; QUERKOPF; ZC2HC6B - KAT6B-related Say-Barber-Biesecker-Young-Simpson syndrome - 603736 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
19070387,G2P00424 - DNMT3A - 602769.0 - HGNC:2978 - nan - DNMT3A-related Tatton-Brown Rahman syndrome (overgrowth syndrome with intellectual disability) - 615879 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
32889036,G2P00353 - EHMT1 - 607001.0 - HGNC:24650 - BA188C12.1; EHMT1-IT1; EU-HMTASE1; FLJ12879; FLJ40292; GLP; KIAA1876; KMT1D - EHMT1-related Kleefstra syndrome - nan - MONDO:0012455 - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
12897124,G2P00591 - GNAS - 139320.0 - HGNC:4392 - GNAS1; GNASXL; GPSA; NESP; NESP55; SCG6; SGVI - GNAS-related pseudohypoparathyroidism - 603233 - nan - monoallelic_autosomal - imprinted region - definitive - absent gene product - nan - loss of function - inferred,0
28968975,G2P01406 - KMT2A - 159555.0 - HGNC:7132 - ALL-1; ALL1; CXXC7; HRX; HTRX; HTRX1; MLL; MLL1; MLL1A; TRX1 - KMT2A-related Wiedemann-Steiner syndrome - 605130 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
36214504,G2P00851 - RARB - 180220.0 - HGNC:9865 - HAP; NR1B2; RAR-BETA; RARBETA; RRB2 - RARB-related microphthalmia syndromic - 615524 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
23455440,G2P03213 - CHRM1 - 118510.0 - HGNC:1950 - nan - CHRM1-related intellectual disability - nan - MONDO:0001071 - monoallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
28698146,G2P00458 - KDM6A - 300128.0 - HGNC:12637 - UTX - KDM6A-related Kabuki syndrome - 300867 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
24145227,G2P01399 - CHD7 - 608892.0 - HGNC:20626 - CRG; FLJ20357; FLJ20361; KIAA1416 - CHD7-related CHARGE syndrome - 214800 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
24425734,G2P02440 - CHD3 - 602120.0 - HGNC:1918 - MI-2A; MI2-ALPHA; ZFH - CHD3-related macrocephaly and impaired speech and language - 618205 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
28439875,G2P02469 - RPS6KA3 - 300075.0 - HGNC:10432 - CLS; HU-3; MRX19; RSK2 - RPS6KA3-related Coffin-Lowry syndrome - 303600 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product; altered gene product structure - frameshift_variant; missense_variant; stop_gained - undetermined - inferred,0
29555977,G2P01894 - MORC2 - 616661.0 - HGNC:23573 - AC004542.C22.1; KIAA0852; ZCW3; ZCWCC1 - MORC2-related axonal neuropathy and neurodevelopmental disorder - nan - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
24486548,G2P00906 - FANCA - 607139.0 - HGNC:3582 - FA-H; FAA; FACA; FAH; FANCH - FANCA-related Fanconi anemia - 227650 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
27852070,G2P02928 - TET3 - 613555.0 - HGNC:28313 - HCG_40738; MGC22014 - TET3-related DNA demethylation disorder - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
23633923,G2P01872 - SIN3A - 607776.0 - HGNC:19353 - DKFZP434K2235; KIAA0700 - SIN3A-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
19407493,G2P00591 - GNAS - 139320.0 - HGNC:4392 - GNAS1; GNASXL; GPSA; NESP; NESP55; SCG6; SGVI - GNAS-related pseudohypoparathyroidism - 603233 - nan - monoallelic_autosomal - imprinted region - definitive - absent gene product - nan - loss of function - inferred,0
15895082,G2P00683 - SHANK3 - 606230.0 - HGNC:14294 - KIAA1650; PROSAP2; PSAP2; SPANK-2 - SHANK3-related Phelan-Mcdermid syndrome - 606232 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
23964093,G2P01486 - NFIX - 164005.0 - HGNC:7788 - NF1A - NFIX-related Marshall-Smith syndrome - 602535 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
35655584,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
24836831,G2P01018 - FOXG1 - 164874.0 - HGNC:3811 - BF1; FKH2; FKHL1; FKHL2; FKHL3; FKHL4; FOXG1A; FOXG1B; FOXG1C; HBF-3; HFK1; HFK2; HFK3; QIN - FOXG1-related congenital variant of Rett syndrome - 613454 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
34730517,G2P00326 - ARID1B - 614556.0 - HGNC:18040 - 6A3-5; BAF250B; DAN15; ELD/OSA1; KIAA1235; P250R; SMARCF2 - ARID1B-related Coffin-Siris Syndrome - 135900 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
18575605,G2P00526 - DCX - 300121.0 - HGNC:2714 - DBCN; DC; LISX; SCLH; XLIS - DCX-related subcortical band heterotopia - 300067 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
34748993,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
22998673,G2P01018 - FOXG1 - 164874.0 - HGNC:3811 - BF1; FKH2; FKHL1; FKHL2; FKHL3; FKHL4; FOXG1A; FOXG1B; FOXG1C; HBF-3; HFK1; HFK2; HFK3; QIN - FOXG1-related congenital variant of Rett syndrome - 613454 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
24731847,G2P01018 - FOXG1 - 164874.0 - HGNC:3811 - BF1; FKH2; FKHL1; FKHL2; FKHL3; FKHL4; FOXG1A; FOXG1B; FOXG1C; HBF-3; HFK1; HFK2; HFK3; QIN - FOXG1-related congenital variant of Rett syndrome - 613454 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
27184330,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
26963117,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
38056595,G2P01343 - SYNGAP1 - 603384.0 - HGNC:11497 - KIAA1938; RASA5; SYNGAP - SYNGAP1-related intellectual developmental disorder - 612621 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
21770924,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
31466010,G2P00570 - WDR45 - 300526.0 - HGNC:28912 - JM5; NBIA5; WDRX1; WIPI4 - WDR45-related neurodegeneration with brain iron accumulation - 300894 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
27066543,"G2P00371 - DNM1 - 602377.0 - HGNC:2972 - DNM - DNM1-related microcephaly, developmental and epileptic encephalopathy - 620352 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - splice_region_variant; intron_variant; missense_variant - dominant negative - inferred",0
26514728,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
26609730,G2P00570 - WDR45 - 300526.0 - HGNC:28912 - JM5; NBIA5; WDRX1; WIPI4 - WDR45-related neurodegeneration with brain iron accumulation - 300894 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
36430143,G2P01895 - TRIP12 - 604506.0 - HGNC:12306 - KIAA0045; TRIPC; ULF - TRIP12-related intellectual disability with/without autism spectrum disorder - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
31970223,G2P00935 - CEP290 - 610142.0 - HGNC:29021 - 3H11AG; BBS14; CT87; FLJ13615; JBTS5; KIAA0373; LCA10; MKS4; NPHP6; POC3; RD16; SLSN6 - CEP290-related Joubert syndrome - 610188 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
20396531,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
27328862,G2P01716 - SCN2A - 182390.0 - HGNC:10588 - HBSCI; HBSCII; NAV1.2; SCN2A1; SCN2A2 - SCN2A-related infantile epileptic encephalopathy - nan - MONDO:0014625 - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,1
17156368,G2P03173 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
23909822,G2P03173 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
9302278,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
18602318,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
12420090,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
7842011,G2P03173 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
25218601,G2P01026 - GCH1 - 600225.0 - HGNC:4193 - DYT14; DYT5; DYT5A; GCH; GTPCH1 - GCH1-related GTP cyclohydrolase 1 deficiency - 233910 - nan - biallelic_autosomal - nan - definitive - uncertain - nan - undetermined - inferred,0
28562347,G2P01008 - ERCC6 - 609413.0 - HGNC:3438 - ARMD5; CKN2; CSB; RAD26 - ERCC6-related Cockayne syndrome - 133540 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
9500554,G2P00577 - PAX3 - 606597.0 - HGNC:8617 - HUP2; PAX-3; WS1 - PAX3-related Waardenburg syndrome - 193500 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
9415426,G2P00144 - FGFR2 - 176943.0 - HGNC:3689 - BEK; CD332; CEK3; CFD1; ECT1; JWS; K-SAM; KGFR; TK14; TK25 - FGFR2-related Crouzon syndrome - 123500 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
37189178,G2P03098 - SCUBE3 - 614708.0 - HGNC:13655 - nan - SCUBE3-related developmental disorder - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
29467311,G2P00793 - EP300 - 602700.0 - HGNC:3373 - KAT3B; P300 - EP300-related Rubinstein-Taybi syndrome - 613684 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
15241441,G2P00590 - BCL11A - 606557.0 - HGNC:13221 - BCL11A-L; BCL11A-S; BCL11A-XL; CTIP1; EVI9; HBFQTL5; SMARCM1; ZNF856 - BCL11A-related intellectual disability - 617101 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
24344258,G2P01872 - SIN3A - 607776.0 - HGNC:19353 - DKFZP434K2235; KIAA0700 - SIN3A-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
28695659,G2P00458 - KDM6A - 300128.0 - HGNC:12637 - UTX - KDM6A-related Kabuki syndrome - 300867 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
18237399,G2P01263 - CTNNB1 - 116806.0 - HGNC:2514 - ARMADILLO; BETA-CATENIN; CTNNB - CTNNB1-related intellectual developmental disorder - 615075 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
15932412,G2P01234 - LRP5 - 603506.0 - HGNC:6697 - BMND1; EVR1; EVR4; HBM; LR3; LRP7; OPPG; OPS; OPTA1; VBCH2 - LRP5-related exudative vitreoretinopathy - 601813 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
41184,G2P00616 - CA2 - 611492.0 - HGNC:1373 - CA-II; CAII; CAR2 - CA2-related osteopetrosis - 259730 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
34273950,G2P00216 - AUTS2 - 607270.0 - HGNC:14262 - FBRSL2; KIAA0442 - AUTS2-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
30679344,G2P00738 - KMT2D - 602113.0 - HGNC:7133 - ALR; CAGL114; MLL2; MLL4; TNRC21 - KMT2D-related Kabuki syndrome - 147920 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
28011256,G2P00211 - BCOR - 300485.0 - HGNC:20893 - FLJ20285; KIAA1575 - BCOR-related syndromic microphthalmia  - 300166 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
28660352,G2P01895 - TRIP12 - 604506.0 - HGNC:12306 - KIAA0045; TRIPC; ULF - TRIP12-related intellectual disability with/without autism spectrum disorder - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
26297079,"G2P01608 - SCN8A - 600702.0 - HGNC:10596 - CERIII; CIAT; MED; NACH6; NAV1.6; PN4 - SCN8A-related epileptic encephalopathy, early infantile - 614558 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - dominant negative - inferred",0
27023101,G2P01021 - ADNP - 611386.0 - HGNC:15766 - ADNP1; KIAA0784 - ADNP-related intellectual developmental disorder - 615873 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37011010,G2P01366 - HNRNPU - 602869.0 - HGNC:5048 - C1ORF199; FLJ30202; FLJ37978; HNRNPU-AS1; HNRPU; NCRNA00201; SAF-A - HNRNPU-related epileptic encephalopathy - 617391 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
27221108,G2P00164 - TBL1XR1 - 608628.0 - HGNC:29529 - C21; DC42; FLJ12894; IRA1; TBLR1 - TBL1XR1-related intellectual disability with autism spectrum disorder - 616944 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
30787836,G2P03044 - DLG5 - 604090.0 - HGNC:2904 - KIAA0583; P-DLG - DLG5-related developmental disorder - 620703 - nan - monoallelic_autosomal - nan - limited - absent gene product - nan - loss of function - inferred,0
37930148,G2P01702 - CSNK2A1 - 115440.0 - HGNC:2457 - CKA1; CKA2 - CSNK2A1-related neurodevelopmental disorder - 617062 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
11748851,G2P01013 - FBN1 - 134797.0 - HGNC:3603 - FBN; MASS; MFS1; OCTD; SGS; WMS - FBN1-related Marfan syndrome - 154700 - nan - monoallelic_autosomal - nan - definitive - absent gene product; altered gene product structure - nan - loss of function - inferred,0
36176337,G2P01128 - STXBP1 - 602926.0 - HGNC:11444 - HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18 - STXBP1-related epileptic encephalopathy early infantile - 612164 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37378312,G2P03095 - FGF13 - 300070.0 - HGNC:3670 - FGF2; FHF2; FLJ30672; LINC00889 - FGF13-related neurodevelopmental disorder - nan - MONDO:0700092 - monoallelic_X_hemizygous - restricted mutation set - strong - altered gene product structure - nan - gain of function - inferred,0
27559125,G2P01343 - SYNGAP1 - 603384.0 - HGNC:11497 - KIAA1938; RASA5; SYNGAP - SYNGAP1-related intellectual developmental disorder - 612621 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
27603157,"G2P01209 - HSPG2 - 142461.0 - HGNC:5273 - PERLECAN; PRCAN; SJS1 - HSPG2-related ydssegmental dysplasia, Silverman-Handmaker type - 224410 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
37316562,G2P01486 - NFIX - 164005.0 - HGNC:7788 - NF1A - NFIX-related Marshall-Smith syndrome - 602535 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
23361909,G2P00590 - BCL11A - 606557.0 - HGNC:13221 - BCL11A-L; BCL11A-S; BCL11A-XL; CTIP1; EVI9; HBFQTL5; SMARCM1; ZNF856 - BCL11A-related intellectual disability - 617101 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
11453702,G2P01518 - PDHA1 - 300502.0 - HGNC:8806 - E1ALPHA; PDHA - PDHA1-related intellectual disabiltiy - 312170 - nan - monoallelic_X_hemizygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
34708331,G2P00546 - SPTAN1 - 182810.0 - HGNC:11273 - nan - SPTAN1-related neurodevelopmental disorder with epilepsy and spastic paraplegia - 613477 - nan - monoallelic_autosomal - restricted mutation set - definitive - absent gene product; altered gene product structure - splice_region_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering; missense_variant - dominant negative - inferred,0
26937011,G2P00326 - ARID1B - 614556.0 - HGNC:18040 - 6A3-5; BAF250B; DAN15; ELD/OSA1; KIAA1235; P250R; SMARCF2 - ARID1B-related Coffin-Siris Syndrome - 135900 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
28594399,"G2P03159 - POU4F1 - 601632.0 - HGNC:9218 - BRN3A; RDC-1 - POU4F1-related ataxia, intention tremor, and hypotonia syndrome - 619352 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred",0
31985756,G2P03163 - PDIA6 - 611099.0 - HGNC:30168 - ERP5; P5; TXNDC7 - PDIA6-related syndromic neonatal diabetes and asphyxiating thoracic dystrophy - nan - nan - biallelic_autosomal - nan - limited - absent gene product - frameshift_variant_NMD_triggering; stop_gained_NMD_triggering - loss of function - inferred,0
17726112,G2P03185 - ATG7 - 608760.0 - HGNC:16935 - APG7L; DKFZP434N0735; GSA7 - ATG7-related intellectual disability and ataxia - 619422 - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
15215868,G2P00424 - DNMT3A - 602769.0 - HGNC:2978 - nan - DNMT3A-related Tatton-Brown Rahman syndrome (overgrowth syndrome with intellectual disability) - 615879 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
18974875,"G2P02369 - BPTF - 601819.0 - HGNC:3581 - FAC1; FALZ; NURF301 - BPTF-related developmental and speech delay, postnatal microcephaly, and dysmorphic features - 617755 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred",0
20473270,G2P00246 - SRCAP - 611421.0 - HGNC:16974 - DOMO1; KIAA0309; SWR1 - SRCAP-related Floating-Harbor syndrome - 136140 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - dominant negative - inferred,0
11003647,G2P00827 - NOTCH1 - 190198.0 - HGNC:7881 - TAN1 - NOTCH1-related left ventricular outflow tract obstruction - 109730 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
31701557,G2P01406 - KMT2A - 159555.0 - HGNC:7132 - ALL-1; ALL1; CXXC7; HRX; HTRX; HTRX1; MLL; MLL1; MLL1A; TRX1 - KMT2A-related Wiedemann-Steiner syndrome - 605130 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
15138551,G2P03013 - TFE3 - 314310.0 - HGNC:11752 - BHLHE33; TFEA - TFE3-related intellectual disability with pigmentary mosaicism and coarse features - nan - nan - monoallelic_X_heterozygous - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
26293203,G2P00793 - EP300 - 602700.0 - HGNC:3373 - KAT3B; P300 - EP300-related Rubinstein-Taybi syndrome - 613684 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
12897133,G2P00424 - DNMT3A - 602769.0 - HGNC:2978 - nan - DNMT3A-related Tatton-Brown Rahman syndrome (overgrowth syndrome with intellectual disability) - 615879 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
29034893,G2P01026 - GCH1 - 600225.0 - HGNC:4193 - DYT14; DYT5; DYT5A; GCH; GTPCH1 - GCH1-related GTP cyclohydrolase 1 deficiency - 233910 - nan - biallelic_autosomal - nan - definitive - uncertain - nan - undetermined - inferred,0
27789404,G2P00353 - EHMT1 - 607001.0 - HGNC:24650 - BA188C12.1; EHMT1-IT1; EU-HMTASE1; FLJ12879; FLJ40292; GLP; KIAA1876; KMT1D - EHMT1-related Kleefstra syndrome - nan - MONDO:0012455 - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
34749018,G2P00882 - GATAD2B - 614998.0 - HGNC:30778 - P66BETA - GATAD2B-related nonspecific severe intellectual disability - 615074 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
145191,G2P01711 - SET - 600960.0 - HGNC:10760 - 2PP2A; IGAAD; IPP2A2; PHAPII; TAF-I; TAF-IBETA - SET-related intellectual developmental disorder - nan - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
36473251,G2P00326 - ARID1B - 614556.0 - HGNC:18040 - 6A3-5; BAF250B; DAN15; ELD/OSA1; KIAA1235; P250R; SMARCF2 - ARID1B-related Coffin-Siris Syndrome - 135900 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37948839,G2P00216 - AUTS2 - 607270.0 - HGNC:14262 - FBRSL2; KIAA0442 - AUTS2-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37054903,G2P01588 - AHDC1 - 615790.0 - HGNC:25230 - DJ159A19.3; RP1-159A19.1 - AHDC1-related Xia-Gibbs syndrome - 615829 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
